codigo;latitude;longitude;altitude
SNXB;21° 55' 3'' S;44° 58' 10'' W;865 m
SNXQ;10° 50' 3'' S;42° 41' 0'' W;427 m
SNYA;1° 28' 45'' S;52° 34' 41'' W;178 m
SNYB;19° 0' 7'' S;49° 29' 14'' W;605 m
SNYE;2° 28' 39'' S;45° 6' 18'' W;20 m
SNYT;13° 49' 43'' S;41° 18' 8'' W;535 m
SNYU;19° 43' 4'' S;50° 13' 3'' W;475 m
SNZA;22° 17' 20'' S;45° 55' 10'' W;885 m
SNZR;17° 14' 35'' S;46° 52' 53'' W;730 m
SNZW;13° 43' 54'' S;39° 8' 26'' W;7 m
SSAB;23° 45' 47'' S;50° 15' 53'' W;600 m
SSAE;32° 13' 45'' S;53° 3' 21'' W;49 m
SSAK;28° 39' 28'' S;53° 36' 38'' W;470 m
SSAN;23° 1' 37'' S;50° 13' 42'' W;490 m
SSAP;23° 36' 44'' S;51° 23' 6'' W;805 m
SSAQ;28° 15' 2'' S;52° 31' 0'' W;600 m
SSBE;19° 35' 52'' S;54° 1' 9'' W;563 m
SSBJ;28° 36' 46'' S;50° 26' 58'' W;1071 m
SSBL;26° 49' 58'' S;49° 5' 37'' W;18 m
SSBN;30° 11' 21'' S;51° 10' 57'' W;5 m
SSBR;23° 4' 22'' S;50° 25' 23'' W;402 m
SSBV;22° 4' 56'' S;56° 32' 18'' W;235 m
SSCB;21° 47' 17'' S;47° 3' 20'' W;712 m
SSCD;18° 50' 21'' S;52° 29' 17'' W;817 m
SSCI;18° 28' 53'' S;54° 42' 57'' W;292 m
SSCK;27° 10' 50'' S;52° 3' 4'' W;750 m
SNPU;21° 33' 41'' S;45° 45' 17'' W;898 m
SSCN;29° 22' 14'' S;50° 49' 56'' W;837 m
SSCP;23° 9' 9'' S;50° 36' 9'' W;565 m
SSCR;24° 30' 46'' S;54° 3' 14'' W;525 m
SSCT;23° 41' 30'' S;52° 38' 32'' W;539 m
SSDC;26° 18' 18'' S;53° 37' 48'' W;830 m
SSEE;29° 27' 12'' S;51° 56' 3'' W;32 m
SSEP;30° 10' 56'' S;53° 34' 46'' W;153 m
SSER;27° 39' 36'' S;52° 16' 34'' W;761 m
SSEZ;28° 44' 17'' S;52° 51' 20'' W;390 m
SSFB;26° 3' 32'' S;53° 3' 48'' W;640 m
SSFL;7° 6' 0'' S;40° 37' 42'' W;448 m
SSGA;29° 16' 6'' S;51° 31' 56'' W;680 m
SSGB;25° 52' 50'' S;48° 36' 44'' W;15 m
SSGW;24° 13' 11'' S;53° 2' 38'' W;491 m
SSGY;24° 4' 47'' S;54° 11' 17'' W;271 m
SSHZ;27° 38' 18'' S;54° 20' 20'' W;310 m
SSIE;20° 36' 14'' S;54° 35' 43'' W;528 m
SSIJ;28° 22' 12'' S;53° 50' 44'' W;365 m
SSIQ;29° 10' 19'' S;56° 32' 18'' W;70 m
SSIR;28° 36' 15'' S;53° 4' 43'' W;457 m
SSJA;27° 10' 22'' S;51° 33' 6'' W;776 m
SSJI;21° 29' 34'' S;56° 9' 10'' W;321 m
SSJK;29° 9' 11'' S;53° 44' 36'' W;498 m
SSKG;20° 30' 20'' S;54° 31' 29'' W;618 m
SSKK;29° 45' 49'' S;50° 2' 13'' W;10 m
SSKM;24° 0' 9'' S;52° 21' 25'' W;574 m
SSKS;30° 0' 8'' S;52° 56' 25'' W;77 m
SSKU;27° 17' 14'' S;50° 36' 14'' W;978 m
SSKW;11° 29' 44'' S;61° 27' 3'' W;249 m
SSKZ;28° 19' 17'' S;52° 48' 56'' W;565 m
SSLG;28° 22' 35'' S;55° 2' 15'' W;200 m
SSLN;27° 9' 35'' S;49° 32' 34'' W;334 m
SSLO;22° 55' 4'' S;53° 8' 59'' W;470 m
SSLS;12° 16' 17'' S;40° 31' 50'' W;404 m
SSLT;29° 48' 45'' S;55° 53' 32'' W;140 m
SSMF;26° 9' 32'' S;49° 49' 56'' W;820 m
SSMJ;21° 38' 2'' S;55° 8' 42'' W;391 m
SSMR;24° 31' 46'' S;51° 39' 6'' W;886 m
SSMT;31° 6' 15'' S;50° 54' 44'' W;18 m
SSNB;23° 2' 29'' S;54° 11' 6'' W;405 m
SSNG;29° 43' 11'' S;51° 29' 20'' W;24 m
SSNH;29° 41' 46'' S;51° 4' 54'' W;20 m
SSNP;28° 48' 9'' S;51° 36' 15'' W;690 m
SSNQ;21° 11' 5'' S;55° 49' 49'' W;300 m
SSOE;26° 46' 52'' S;53° 30' 12'' W;665 m
SSOG;23° 21' 21'' S;51° 29' 27'' W;792 m
SSOI;22° 18' 23'' S;48° 46' 26'' W;536 m
SSOL;21° 14' 38'' S;44° 58' 10'' W;959 m
SSOS;29° 54' 8'' S;50° 15' 2'' W;12 m
SBPO;26° 13' 2'' S;52° 41' 40'' W;823 m
SSPG;25° 32' 26'' S;48° 31' 52'' W;5 m
SSPI;23° 5' 24'' S;52° 29' 19'' W;474 m
SSPL;27° 54' 6'' S;53° 19' 44'' W;635 m
SSPM;21° 42' 46'' S;57° 52' 45'' W;81 m
SSPN;19° 39' 4'' S;51° 11' 58'' W;442 m
SSPS;26° 28' 20'' S;51° 58' 32'' W;1100 m
SSPT;24° 20' 36'' S;53° 49' 43'' W;373 m
SSQC;23° 40' 28'' S;49° 49' 8'' W;705 m
SSQP;10° 27' 55'' S;39° 17' 10'' W;443 m
SSQT;24° 48' 27'' S;49° 57' 37'' W;1010 m
SSQZ;12° 6' 23'' S;45° 53' 42'' W;775 m
SSRB;21° 50' 52'' S;54° 31' 40'' W;312 m
SSRE;25° 48' 4'' S;53° 30' 47'' W;501 m
SSRF;12° 45' 57'' S;39° 27' 4'' W;261 m
SSRG;24° 31' 54'' S;47° 50' 25'' W;25 m
SSRK;9° 30' 49'' S;42° 59' 45'' W;489 m
SSRS;2° 45' 24'' S;42° 48' 16'' W;4 m
SSRU;31° 23' 0'' S;52° 1' 58'' W;8 m
SSRZ;30° 16' 39'' S;54° 55' 31'' W;106 m
SSSB;28° 39' 11'' S;56° 1' 58'' W;75 m
SSSC;29° 41' 1'' S;52° 24' 44'' W;197 m
SSSD;28° 51' 48'' S;52° 32' 26'' W;673 m
SSSG;30° 20' 42'' S;54° 16' 4'' W;144 m
SSSS;26° 13' 16'' S;48° 33' 52'' W;15 m
SSST;29° 12' 54'' S;54° 50' 32'' W;445 m
SSSZ;23° 3' 43'' S;51° 0' 50'' W;361 m
SSTB;26° 7' 58'' S;50° 18' 35'' W;780 m
SSUM;23° 47' 57'' S;53° 18' 50'' W;475 m
SSUV;26° 13' 54'' S;51° 4' 8'' W;752 m
SBVC;14° 54' 28'' S;40° 54' 53'' W;896 m
SSVI;26° 59' 59'' S;51° 8' 29'' W;840 m
SSVL;24° 18' 59'' S;50° 39' 8'' W;796 m
SSVN;28° 56' 8'' S;51° 34' 4'' W;676 m
SBJE;2° 54' 24'' S;40° 21' 29'' W;27 m
SSWS;30° 32' 58'' S;53° 27' 33'' W;400 m
SSXD;27° 58' 52'' S;52° 51' 49'' W;620 m
SSXX;26° 52' 32'' S;52° 22' 23'' W;910 m
SSYA;24° 6' 15'' S;49° 47' 26'' W;805 m
SSZR;27° 54' 32'' S;54° 31' 20'' W;300 m
SBPG;25° 11' 4'' S;50° 8' 38'' W;789 m
SWBA;18° 7' 32'' S;49° 2' 34'' W;868 m
SWBC;0° 58' 51'' S;62° 55' 8'' W;34 m
SWBE;4° 3' 0'' S;40° 53' 0'' W;884 m
SWBG;15° 11' 36'' S;59° 23' 7'' W;247 m
SWBR;4° 24' 31'' S;59° 35' 52'' W;90 m
SWCA;4° 52' 17'' S;66° 53' 51'' W;108 m
SWCB;13° 0' 32'' S;46° 46' 29'' W;670 m
SWCQ;12° 25' 18'' S;64° 15' 6'' W;169 m
SWCZ;15° 20' 41'' S;49° 36' 17'' W;598 m
SWDM;14° 22' 37'' S;56° 24' 2'' W;450 m
SWDN;11° 35' 43'' S;46° 50' 52'' W;730 m
SWEI;6° 38' 15'' S;69° 52' 59'' W;122 m
SWEK;13° 34' 28'' S;52° 16' 14'' W;400 m
SWFN;3° 4' 22'' S;60° 1' 16'' W;62 m
SWFR;15° 33' 22'' S;47° 20' 43'' W;965 m
SWFX;11° 37' 55'' S;50° 41' 18'' W;198 m
SWGI;11° 44' 21'' S;49° 7' 56'' W;360 m
SWGN;7° 13' 42'' S;48° 14' 27'' W;235 m
SWHG;17° 53' 2'' S;50° 34' 2'' W;485 m
SWHP;14° 1' 10'' S;52° 9' 8'' W;459 m
SWHT;7° 32' 1'' S;63° 3' 2'' W;70 m
SWII;2° 56' 1'' S;69° 41' 41'' W;40 m
SWIP;17° 41' 14'' S;48° 9' 43'' W;832 m
SWIQ;13° 33' 2'' S;48° 12' 2'' W;427 m
SWJN;11° 25' 10'' S;58° 42' 6'' W;330 m
SWJW;17° 49' 48'' S;51° 46' 31'' W;771 m
SWKC;16° 2' 34'' S;57° 37' 47'' W;150 m
SWKO;4° 8' 2'' S;63° 7' 52'' W;40 m
SWKQ;9° 4' 58'' S;42° 38' 40'' W;415 m
SWKT;18° 13' 1'' S;47° 54' 5'' W;796 m
SWLB;7° 15' 1'' S;64° 47' 2'' W;58 m
SWLC;17° 50' 5'' S;50° 57' 22'' W;751 m
SWME;17° 33' 7'' S;52° 33' 22'' W;825 m
SWMW;3° 21' 25'' S;57° 42' 44'' W;21 m
SWMX;17° 45' 57'' S;49° 7' 22'' W;850 m
SWNH;14° 55' 59'' S;51° 2' 54'' W;250 m
SWNK;8° 50' 1'' S;67° 18' 44'' W;120 m
SWNQ;14° 26' 11'' S;48° 29' 31'' W;840 m
SWNR;14° 29' 1'' S;56° 46' 2'' W;445 m
SWNS;16° 21' 45'' S;48° 55' 41'' W;1112 m
SBNV;16° 37' 32'' S;49° 20' 58'' W;831 m
SWOB;2° 32' 1'' S;66° 4' 2'' W;63 m
SWPG;11° 31' 1'' S;57° 20' 2'' W;400 m
SWPI;2° 40' 10'' S;56° 46' 16'' W;26 m
SWPK;16° 16' 18'' S;56° 39' 4'' W;187 m
SWPL;12° 11' 54'' S;53° 22' 54'' W;330 m
SWPM;11° 38' 30'' S;61° 10' 52'' W;208 m
SWPR;17° 19' 9'' S;48° 20' 5'' W;781 m
SWPY;15° 33' 56'' S;54° 20' 16'' W;655 m
SWPZ;14° 7' 26'' S;46° 20' 31'' W;827 m
SWRO;8° 47' 37'' S;63° 51' 29'' W;113 m
SBSI;11° 53' 6'' S;55° 35' 10'' W;374 m
SWTO;10° 10' 26'' S;48° 55' 58'' W;330 m
SWTP;0° 25' 1'' S;65° 2' 2'' W;68 m
SWTS;14° 39' 43'' S;57° 26' 38'' W;449 m
SWTY;12° 26' 2'' S;46° 24' 2'' W;597 m
SWUA;13° 20' 2'' S;50° 12' 21'' W;381 m
SWUD;20° 26' 45'' S;44° 48' 46'' W;820 m
SWUZ;16° 15' 42'' S;47° 58' 7'' W;996 m
SWVB;15° 0' 55'' S;59° 58' 2'' W;270 m
SWVC;9° 58' 52'' S;51° 8' 26'' W;272 m
SWWA;13° 24' 16'' S;49° 9' 26'' W;366 m
SWWU;14° 32' 41'' S;49° 5' 28'' W;520 m
SWXM;10° 10' 13'' S;54° 57' 10'' W;283 m
SWXQ;21° 39' 46'' S;49° 43' 52'' W;480 m
SWXV;14° 41' 27'' S;52° 20' 57'' W;316 m
SWYN;7° 10' 20'' S;59° 50' 20'' W;60 m
SBJH;23° 25' 37'' S;47° 9' 57'' W;777 m
SJXI;22° 16' 22'' S;45° 38' 24'' W;882 m
SNCP;27° 38' 3'' S;50° 21' 30'' W;880 m
